Ref.No,X1,X2,X3,X4,X5,X6,X7,Y
12640,500000,1,1,1,41,0,0,0
1104,150000,2,3,2,28,-2,-1,0
13771,200000,2,1,1,32,-1,-1,0
15641,170000,2,1,2,40,0,0,0
19490,180000,2,1,2,42,2,2,1
1511,200000,2,2,2,33,0,0,0
7679,90000,2,2,2,26,0,0,0
12713,360000,1,1,2,33,-1,2,0
12434,320000,1,1,1,35,-1,-1,0
22651,250000,2,1,2,37,0,0,0
22924,500000,2,1,1,36,0,0,0
12655,110000,2,3,2,33,0,0,0
14601,30000,2,2,1,38,1,2,0
9321,180000,2,1,1,44,0,0,0
6159,70000,2,1,1,62,0,0,0
16428,500000,2,1,2,50,-2,-2,0
19840,50000,2,2,1,49,1,2,0
12124,120000,2,2,2,43,2,2,1
4694,70000,2,3,1,33,0,0,1
16755,20000,1,2,1,45,0,0,0
9204,50000,2,3,2,50,-2,-2,0
9458,190000,1,2,1,37,2,-1,1
7351,340000,2,3,1,49,-2,-1,0
16574,50000,1,2,3,30,0,0,0
7223,360000,2,1,1,34,-2,-1,0
16271,180000,2,1,2,38,0,-1,0
17363,50000,2,2,2,38,0,0,0
9481,250000,1,1,1,53,1,-1,1
9322,500000,2,1,2,34,0,0,0
13014,280000,2,2,2,43,-1,2,0
10354,20000,1,2,2,43,2,0,1
17176,180000,2,1,2,29,-1,-1,0
16119,80000,2,2,1,41,0,0,0
19179,180000,2,3,1,41,2,2,1
19560,160000,2,3,1,37,0,0,0
15416,170000,2,1,1,52,-2,-1,0
195,50000,1,2,1,36,0,0,0
12926,80000,2,2,1,45,0,0,0
22324,470000,2,2,2,30,0,0,0
9884,280000,2,2,1,41,0,0,0
7195,500000,1,1,1,57,-1,-1,0
7276,60000,2,2,1,35,0,0,0
11861,180000,1,2,2,27,-1,-1,0
9006,50000,2,3,2,48,0,-1,0
16066,120000,2,2,1,46,0,0,0
14285,10000,1,2,1,47,0,0,0
6283,50000,2,2,2,31,1,-2,0
7211,90000,2,1,2,29,0,0,0
18758,160000,2,1,2,30,1,2,0
2296,200000,2,1,1,32,1,2,0
17820,20000,1,2,2,25,0,0,0
19770,100000,2,3,1,47,0,0,0
8544,40000,1,3,1,49,0,0,0
49,380000,1,2,2,32,-1,-1,0
19586,150000,2,1,2,29,0,0,0
21043,350000,1,1,1,41,0,0,0
19602,170000,2,1,2,37,-2,-2,0
3171,20000,2,1,2,23,1,2,1
8116,50000,2,1,2,28,0,0,0
12366,280000,1,1,2,28,-1,-1,0
17233,10000,2,2,3,46,3,2,1
1154,150000,2,1,2,30,-1,0,0
18162,20000,1,2,2,32,0,0,0
1965,150000,2,1,1,38,1,-2,1
19373,500000,2,2,1,42,0,0,0
7865,120000,2,2,2,38,0,0,0
12695,200000,1,1,1,38,2,0,0
14357,180000,1,2,2,34,0,0,0
5705,360000,2,1,2,29,-1,-1,1
1088,260000,2,2,1,40,1,-1,0
115,50000,1,2,2,41,0,0,0
6640,50000,1,3,1,53,1,-1,1
20789,50000,1,2,2,43,-1,-1,1
12509,150000,2,1,1,52,-1,3,1
649,280000,2,2,1,44,2,2,1
21370,50000,1,2,1,56,0,0,0
15398,50000,2,3,1,55,0,0,0
21066,150000,1,1,1,37,0,0,0
12928,20000,2,2,1,33,0,0,0
13601,30000,2,3,2,39,0,0,0
8836,430000,2,2,1,32,-2,-2,0
5108,180000,2,2,2,29,0,0,1
14834,30000,1,3,2,50,2,0,1
21534,30000,2,3,2,23,2,2,1
15514,260000,1,2,2,32,0,0,1
20261,150000,2,2,2,51,0,-1,0
10835,270000,1,2,1,52,0,-1,0
560,210000,2,3,1,53,0,0,0
21058,160000,1,2,2,38,4,3,1
9453,200000,2,1,1,44,-1,-1,0
17245,50000,2,2,1,36,2,2,1
10053,70000,1,1,2,26,0,0,0
8729,370000,2,3,2,29,-1,-1,0
1655,50000,1,2,2,30,0,0,0
3466,250000,2,2,1,40,-1,-1,0
21047,230000,1,2,1,34,1,-2,1
6808,30000,1,1,2,45,0,0,0
10005,200000,2,3,2,45,1,-2,0
7015,150000,2,2,2,41,-1,-1,0
23824,210000,2,1,2,50,-1,-1,0
17251,100000,2,2,1,37,0,0,0
12494,30000,1,2,1,33,2,2,1
18054,180000,1,1,1,39,-1,-1,0
9769,50000,2,3,2,61,1,2,1
21024,50000,1,3,1,43,0,0,1
20936,50000,1,3,1,39,0,0,0
18015,140000,1,2,1,31,0,0,0
3997,50000,2,2,2,43,0,0,1
1821,120000,1,1,1,54,-1,-1,1
6872,360000,1,1,1,58,-1,-1,0
2625,500000,1,1,1,45,0,0,0
5501,180000,2,2,1,44,0,0,0
23877,160000,1,1,2,29,1,-1,0
18174,50000,1,2,1,45,0,0,0
18654,90000,2,1,2,29,0,0,0
646,150000,1,3,2,39,1,-1,0
16617,370000,1,1,1,34,0,0,0
19933,120000,2,1,2,36,0,0,0
1284,260000,1,3,1,34,-2,-2,0
7955,170000,1,1,1,62,0,0,0
502,90000,2,2,1,35,1,2,0
4167,500000,2,2,1,51,-2,-2,0
14884,20000,2,2,2,26,2,2,1
9740,30000,1,1,2,28,0,0,0
7203,150000,1,1,2,26,0,0,0
22013,50000,2,2,2,27,0,0,0
10276,380000,2,1,2,27,0,0,0
15719,50000,1,1,2,35,2,0,1
23926,50000,1,2,2,25,0,0,0
14641,230000,2,1,1,32,-2,-2,0
8822,30000,2,2,2,23,3,3,1
16885,20000,1,2,2,37,0,0,1
14810,130000,1,1,1,45,2,0,1
21131,100000,1,1,2,41,0,0,1
20329,50000,2,2,1,55,-1,-1,0
5952,240000,1,1,1,47,-2,-2,0
18092,280000,1,1,1,34,0,0,0
4981,50000,1,1,2,24,0,0,0
6825,30000,2,1,2,23,0,0,0
14242,210000,2,1,2,32,-2,-2,0
2208,120000,2,2,2,32,0,0,1
12627,80000,1,3,1,55,0,0,0
8818,60000,2,1,2,24,-1,-1,1
1215,360000,1,1,2,43,-1,-1,0
6436,230000,1,2,1,36,-1,-1,0
8374,20000,2,2,3,47,1,2,0
17955,200000,1,2,1,39,-1,-1,0
15353,180000,2,2,1,46,1,-2,0
5197,50000,2,1,2,25,0,0,0
3020,140000,2,3,2,59,2,0,1
8549,10000,1,2,2,28,-1,2,0
7583,100000,2,1,1,32,-1,-1,1
22292,30000,2,3,1,32,0,0,0
5773,20000,2,1,2,22,-2,-2,0
17047,60000,2,2,2,25,0,-1,1
14733,340000,2,2,2,43,0,0,0
11474,70000,1,2,1,26,0,0,1
17032,50000,2,3,2,23,2,2,1
8572,150000,2,2,1,31,-1,0,0
4547,220000,2,1,1,24,2,3,1
16926,30000,1,3,3,52,1,2,1
23069,200000,2,2,1,38,-2,-2,0
13347,210000,2,1,1,23,-2,-2,1
17823,100000,1,1,2,24,-1,0,0
6394,130000,2,2,2,34,0,0,0
2317,180000,2,1,1,47,1,-2,0
10450,300000,2,3,1,41,1,-2,0
13732,30000,2,2,2,23,0,0,0
14208,80000,2,2,1,22,-1,-1,0
22678,180000,2,1,2,33,-1,-1,0
15312,240000,2,3,2,37,1,-2,0
21769,80000,2,2,2,25,-2,-2,0
16541,30000,1,2,2,27,1,2,0
10251,50000,1,2,2,26,1,-2,0
23838,360000,2,2,2,54,0,0,0
15774,90000,2,2,2,24,0,0,0
14502,30000,2,1,2,27,0,0,0
6065,120000,2,2,2,45,0,0,0
14120,110000,1,3,2,49,0,0,0
16099,70000,2,2,1,46,2,2,1
14571,400000,2,1,2,41,-1,-1,0
14886,300000,1,1,1,45,-1,-1,0
3021,30000,1,3,1,44,2,2,1
9861,190000,2,1,2,25,0,0,0
5568,100000,2,3,2,48,-2,-2,0
9534,30000,1,2,2,37,0,-1,1
15449,50000,1,2,2,27,-2,-2,0
5615,30000,1,2,2,23,0,0,0
8078,230000,2,1,2,38,0,0,0
6054,230000,2,1,1,51,-1,-1,1
21002,280000,1,3,1,40,2,0,1
17420,250000,2,2,1,31,0,0,0
21350,270000,1,1,1,58,-2,-2,0
22352,150000,2,1,1,31,0,0,0
16295,110000,2,1,1,44,0,0,1
19232,50000,2,2,1,38,-1,-1,0
2289,70000,1,2,2,28,1,2,0
3322,10000,2,2,1,44,0,0,0
13862,110000,2,3,1,44,0,0,1
10200,50000,1,1,2,25,-1,-1,0
20310,60000,2,2,2,55,1,2,0
19481,60000,2,2,1,39,0,0,0
4638,20000,1,2,2,28,0,0,0
11196,20000,1,3,1,29,0,0,0
21735,130000,2,1,2,23,-1,-1,0
6974,50000,1,2,2,24,1,3,0
21012,50000,1,2,2,41,0,0,0
3756,260000,1,1,2,36,-2,-2,0
23047,230000,2,3,1,37,0,0,0
22807,300000,2,1,2,31,0,0,0
20801,340000,1,2,1,49,0,0,0
7975,70000,1,2,2,25,0,0,0
2912,500000,1,1,1,49,-1,-1,0
17881,150000,1,1,1,27,-1,-1,0
12248,80000,1,1,2,25,0,0,0
3664,30000,2,2,2,24,2,2,1
12836,120000,1,4,1,39,2,0,1
12763,500000,1,1,1,61,-1,-1,0
22333,180000,2,2,1,30,-2,-2,1
7741,200000,1,1,1,48,-1,-1,0
19681,120000,2,2,1,34,0,-1,0
3069,160000,2,2,1,23,0,0,0
16490,30000,1,2,2,22,3,2,1
1603,100000,2,3,2,53,0,0,0
5365,80000,2,3,2,30,2,0,0
22880,80000,2,5,2,30,-1,-1,0
3404,180000,2,3,2,24,1,-1,0
18282,30000,1,3,1,54,0,0,1
15022,160000,1,3,2,38,0,0,0
20848,160000,1,4,1,45,1,-1,0
8411,160000,2,1,1,33,-1,-1,1
22843,260000,2,3,2,42,-1,-1,1
16898,280000,1,1,2,33,0,0,0
11908,130000,2,3,1,43,3,2,1
13195,220000,1,2,1,43,0,0,0
15598,20000,2,2,2,22,1,2,1
18348,50000,2,2,2,22,1,2,0
1216,230000,1,1,2,32,0,0,0
4844,30000,2,2,2,23,2,0,0
1495,180000,2,1,2,25,0,-1,0
7676,130000,2,3,1,38,0,0,1
23529,450000,2,1,2,36,1,-2,0
22217,30000,2,1,2,27,0,0,1
20556,60000,1,1,2,28,0,0,0
17755,370000,2,3,2,50,-1,0,0
17923,390000,1,3,1,49,0,0,0
17330,200000,2,2,2,36,0,0,0
13117,500000,1,1,2,31,-2,-2,0
15666,60000,2,3,1,42,0,0,0
5357,500000,1,1,1,34,-1,-1,0
11937,50000,2,2,1,49,-1,-1,0
17500,200000,2,2,1,35,0,0,0
8738,90000,1,1,1,37,0,0,0
18379,140000,2,1,2,23,0,-1,0
22387,170000,2,1,2,30,2,2,1
2412,360000,1,1,2,35,-1,-1,0
10620,80000,1,2,2,26,-1,0,0
21323,320000,1,1,1,50,-2,-2,0
3770,290000,2,0,2,38,1,-1,0
10027,50000,2,2,1,32,0,0,0
6919,260000,2,2,2,40,0,0,0
14560,150000,2,2,2,41,0,0,0
18096,300000,1,1,1,38,0,0,0
15586,500000,1,1,1,50,2,2,1
2947,90000,2,2,2,26,0,0,0
18180,120000,1,2,2,38,-1,-1,0
9250,130000,1,2,2,29,0,0,0
13041,20000,2,3,1,52,0,0,0
19571,50000,2,3,1,42,0,0,0
8253,500000,1,1,2,34,0,0,0
14381,170000,1,1,2,31,-1,-1,0
16342,200000,2,1,1,49,-1,-1,0
19712,220000,2,1,2,29,3,3,1
20764,500000,1,2,1,44,-2,-1,0
10194,110000,2,2,1,28,0,0,0
21496,180000,2,2,2,25,-1,-1,0
21736,50000,2,1,2,23,-2,-2,0
15468,290000,1,2,1,38,0,0,0
22592,210000,2,3,2,36,0,0,0
15715,210000,1,1,1,47,-1,-1,0
17839,110000,1,2,2,25,0,0,1
14594,80000,2,3,1,44,0,0,0
18928,300000,2,2,2,28,2,0,1
1954,50000,1,1,2,22,0,0,1
15286,230000,2,1,1,39,-2,-2,0
19523,50000,2,1,2,28,2,2,1
14802,50000,2,1,1,35,1,-1,0
20895,50000,1,1,2,35,0,0,0
748,300000,2,3,1,34,0,0,1
16507,150000,1,2,2,23,2,0,1
6354,360000,2,1,1,46,1,-1,0
9432,430000,2,2,1,43,-1,-1,0
7871,200000,1,1,2,26,-1,-1,0
14334,50000,2,1,2,27,1,2,1
7606,390000,2,2,1,39,-1,-1,0
14489,80000,1,1,2,35,0,0,0
12708,350000,2,1,1,50,-1,-1,0
17613,180000,2,2,1,32,1,2,0
8031,50000,2,3,1,52,0,0,0
5929,200000,2,2,2,25,-2,-2,0
12306,30000,2,2,2,21,-1,-1,0
5479,390000,2,2,1,37,0,0,0
12385,330000,2,1,2,27,0,0,1
6813,400000,2,1,1,37,-2,-1,0
849,150000,1,3,1,37,4,4,1
2359,230000,1,1,2,29,0,0,0
2733,140000,2,1,2,25,0,0,0
21340,300000,1,3,1,53,-2,-2,0
23077,200000,2,1,2,32,-1,-1,0
13361,80000,2,2,2,27,0,0,0
4243,20000,1,2,1,30,-1,-1,0
10886,50000,1,3,1,47,1,-2,0
6316,10000,1,1,2,24,0,0,1
22680,320000,2,3,1,44,1,-1,0
20025,90000,2,3,1,44,-1,-1,0
592,160000,1,1,2,34,0,0,0
5879,710000,1,2,2,33,-1,-1,0
6217,50000,1,3,1,43,0,0,0
15499,280000,1,2,1,31,0,0,0
6941,260000,2,1,2,33,0,0,0
18871,50000,2,2,2,27,0,0,0
6276,290000,1,2,1,50,-1,-1,0
7954,160000,1,1,1,42,0,0,0
20757,40000,1,2,1,46,2,2,1
2711,320000,2,2,2,36,0,0,0
14439,30000,2,3,2,31,-1,-1,0
787,370000,2,1,2,38,-1,-1,0
5628,140000,2,2,2,36,0,0,0
23927,110000,1,2,2,26,1,2,0
323,50000,1,2,2,24,-1,0,0
13050,50000,2,3,1,33,1,2,1
5762,300000,2,1,1,39,1,2,0
2597,160000,2,2,2,27,-2,-2,0
15456,20000,1,2,2,24,1,2,0
12053,80000,2,2,1,37,0,0,0
23821,170000,2,2,2,51,0,-1,0
10026,50000,2,2,2,24,0,0,1
9940,170000,1,2,1,30,-1,-1,0
15849,70000,2,2,2,28,0,0,0
22979,50000,2,2,1,41,1,3,1
20951,500000,1,1,1,41,-1,-1,0
15082,120000,1,1,1,33,0,0,0
1360,470000,2,2,2,32,0,0,0
19099,80000,2,1,1,27,3,2,1
3103,360000,2,2,2,41,0,0,0
11195,200000,1,1,2,38,-2,-2,0
3389,20000,1,2,2,22,0,0,0
5450,380000,1,1,1,57,0,0,0
16014,200000,2,3,2,26,-1,-1,0
6157,20000,1,2,1,42,0,0,1
17335,500000,2,1,1,37,1,-1,0
19969,270000,2,1,1,31,-2,-2,0
1349,300000,2,1,2,34,-1,-1,0
10698,280000,2,1,1,57,-1,-1,0
17442,30000,2,2,2,34,1,2,1
19474,100000,2,1,2,32,0,-1,0
3238,60000,2,2,1,38,0,0,0
8944,170000,2,2,1,28,0,0,0
16773,10000,1,3,1,39,1,2,1
17838,30000,1,3,2,25,0,0,0
11175,50000,2,1,1,34,-2,-2,0
5146,240000,2,3,2,36,1,-2,0
22987,500000,2,1,2,37,-1,-1,0
20608,260000,1,1,2,30,-2,-2,0
23549,320000,2,2,2,35,0,0,0
8557,250000,2,2,2,32,0,0,0
21604,70000,2,1,2,23,-2,-2,0
380,50000,1,2,2,31,0,0,1
8981,200000,1,1,2,29,-1,-1,0
3886,390000,1,1,2,35,-1,-1,0
13577,50000,1,1,2,64,0,0,0
17475,180000,2,1,1,46,-1,-1,0
2248,280000,1,2,1,36,1,2,1
16623,50000,1,3,1,30,2,2,1
10074,230000,2,2,2,29,0,0,0
11936,140000,2,1,1,36,0,0,0
23510,110000,2,1,1,31,1,2,0
23051,220000,2,2,1,41,-2,-2,0
23485,490000,2,2,1,31,0,0,0
2606,50000,1,2,1,47,0,0,0
17966,200000,1,1,1,49,1,-1,0
20162,80000,2,2,1,37,0,0,0
18709,130000,2,1,2,27,0,0,0
6427,100000,2,1,2,24,3,2,1
23573,360000,2,2,1,40,-2,-2,0
14971,240000,2,2,2,24,0,0,0
16211,20000,2,2,1,46,0,0,0
4760,180000,2,1,1,45,0,0,0
17729,50000,2,2,1,51,0,0,0
19077,150000,2,2,1,36,0,0,0
2799,60000,2,2,1,36,-2,-2,0
12558,20000,2,1,2,23,0,0,0
1573,110000,2,2,1,40,0,0,0
12215,10000,1,3,1,46,0,0,0
1285,440000,2,2,2,26,0,0,0
4812,50000,1,2,2,43,0,0,1
20775,150000,1,1,2,34,2,3,1
4996,20000,2,2,1,36,0,0,0
9024,30000,1,2,2,27,1,2,1
4513,280000,1,1,2,34,0,0,0
663,140000,2,1,2,37,-1,-1,0
8826,20000,2,3,3,39,0,0,0
13045,230000,1,1,1,39,-1,-1,1
3668,180000,2,6,1,35,0,0,0
21930,130000,2,5,1,27,0,0,0
10250,220000,1,1,1,32,-2,-2,0
21051,50000,1,2,2,42,2,2,0
9751,170000,1,1,2,30,0,0,0
22226,80000,2,1,2,28,0,0,0
16583,180000,1,1,2,26,0,0,1
3883,200000,1,1,1,34,-1,-1,0
15673,30000,1,2,2,31,1,2,1
15408,540000,2,2,1,50,0,0,0
4260,50000,1,2,2,37,1,2,1
10665,210000,1,3,2,34,-1,-1,0
9881,180000,1,1,2,23,2,2,1
18090,150000,1,2,2,32,0,0,0
17131,50000,2,2,2,23,0,0,0
19359,160000,2,1,1,31,2,2,0
10894,20000,1,2,1,43,-1,-1,0
12172,370000,1,2,2,30,-1,-1,1
19113,140000,2,1,2,28,0,-1,0
2350,130000,1,2,2,27,0,0,1
18380,70000,2,5,1,23,0,0,0
14812,200000,2,2,1,36,-1,-1,0
5260,140000,1,1,2,29,0,0,0
11127,50000,2,2,2,31,-1,-1,1
21661,70000,2,2,2,23,0,0,0
19734,170000,2,2,2,38,-1,-1,0
20368,20000,1,2,2,23,1,2,1
5219,20000,2,2,1,33,2,0,1
23738,100000,2,3,1,49,0,0,0
8889,170000,2,2,1,30,-1,-1,1
6885,110000,1,2,1,38,2,2,1
2282,500000,1,3,1,56,0,0,0
4473,130000,1,3,3,52,0,0,1
16944,60000,1,3,1,54,0,0,0
6826,240000,2,1,2,28,0,0,0
8184,160000,2,3,1,48,0,0,0
851,40000,2,2,2,23,0,0,0
9219,500000,2,2,1,47,-1,-1,1
2429,80000,1,1,1,47,0,-1,0
2728,200000,1,2,2,27,0,0,0
11164,180000,2,1,1,33,-1,-1,0
12198,240000,2,2,1,41,1,2,1
22380,140000,2,2,2,31,-2,-2,0
15710,230000,1,2,1,41,0,0,0
10070,130000,2,2,1,36,2,2,1
20807,180000,1,2,2,31,0,0,1
6034,350000,2,2,1,35,-2,-2,0
785,230000,2,2,1,32,0,0,1
12632,60000,2,2,3,28,0,0,0
23784,30000,2,2,3,54,0,0,0
10812,180000,2,2,1,41,-2,-2,0
14423,300000,1,1,1,37,0,0,0
1289,20000,2,3,1,48,1,2,1
14820,320000,1,2,2,36,0,0,0
11602,150000,2,3,1,35,0,0,1
7099,130000,2,2,1,47,0,0,0
10758,230000,2,1,1,53,-1,-1,0
7168,210000,1,1,1,37,-1,-1,0
21098,200000,1,1,1,42,2,2,0
23411,140000,2,2,1,42,1,-2,0
14919,240000,1,2,2,28,-1,-1,1
20127,50000,2,3,1,48,-1,-1,0
17830,50000,1,2,2,25,0,0,0
23045,440000,2,1,1,36,0,-1,0
7053,160000,2,2,2,29,0,0,1
20735,120000,1,1,1,49,0,0,0
8386,240000,2,1,1,47,1,-2,0
22681,360000,2,2,2,47,-2,-2,0
14350,340000,1,2,1,43,1,-2,1
15494,160000,1,2,1,35,0,0,0
17152,180000,2,1,2,30,0,0,0
1193,270000,2,2,2,34,-1,-1,1
3819,200000,1,2,1,35,1,-2,0
5066,200000,2,1,1,32,1,-2,0
17273,160000,2,3,2,32,0,0,0
15419,240000,2,2,2,51,-2,-2,0
10122,80000,2,2,2,26,0,0,0
5661,50000,1,2,2,24,1,-1,0
22429,190000,2,2,2,35,0,0,0
23807,530000,2,1,1,54,-2,-2,0
14286,290000,1,1,2,36,0,0,0
417,200000,2,1,2,31,-2,-2,0
21515,220000,2,2,2,25,0,0,0
12361,310000,2,2,1,37,-2,-2,0
19555,280000,2,2,1,43,2,-1,0
8542,490000,1,1,1,50,-1,-1,1
2055,50000,1,2,1,55,0,0,0
8428,150000,2,1,2,32,0,0,0
17339,30000,2,1,1,30,0,0,0
13452,300000,2,1,2,30,-1,-1,0
8265,360000,1,2,1,36,0,0,0
19896,170000,2,2,1,32,1,2,1
17989,50000,1,2,3,48,2,2,1
10425,140000,2,2,2,32,2,2,1
20331,230000,2,2,1,54,-1,-1,0
15181,50000,2,2,2,23,2,0,1
7135,60000,2,1,2,25,2,2,1
9547,50000,2,1,1,49,0,0,0
8509,50000,1,2,2,24,1,-2,1
10432,240000,1,1,1,35,0,0,1
6918,300000,1,1,2,26,2,2,1
8558,360000,1,1,2,30,-1,-1,0
89,130000,2,1,1,35,0,0,0
12240,200000,2,2,2,29,0,0,1
22405,150000,2,1,2,26,0,0,0
1354,30000,2,3,1,28,0,0,0
9131,50000,2,2,1,24,2,0,1
23089,70000,2,2,1,37,0,0,1
22232,180000,2,2,2,31,0,0,0
1976,100000,2,1,2,27,0,0,0
812,700000,2,1,1,39,0,0,0
4573,10000,2,2,1,55,3,2,1
6631,120000,2,2,2,35,0,0,0
14168,100000,2,2,2,28,-1,-1,1
3115,160000,2,1,1,32,-1,-1,0
9891,50000,1,1,2,42,-1,-1,0
1135,20000,1,2,2,28,1,2,0
16390,90000,2,2,2,29,1,2,0
23715,80000,2,3,2,57,0,0,0
954,180000,1,2,2,39,-1,-1,0
5016,290000,2,1,2,24,1,-2,0
11835,30000,2,3,1,53,2,0,0
18938,210000,2,1,2,28,-1,-1,0
10813,100000,2,2,2,31,0,0,0
19314,200000,2,1,1,34,-2,-1,0
19968,200000,2,1,2,35,-1,-1,0
10756,50000,2,2,1,42,0,0,0
20551,50000,1,1,2,28,0,0,0
2783,360000,2,1,2,33,0,0,0
17611,350000,2,1,1,42,-1,-1,0
4164,160000,2,2,2,29,-1,-1,0
22033,50000,2,2,2,28,0,0,0
13671,320000,1,1,1,40,-1,-1,0
23341,120000,2,1,2,29,-2,-2,0
3730,160000,1,1,2,33,-1,-1,0
13795,360000,1,2,2,28,-2,-2,0
10638,50000,1,2,2,24,0,0,0
23277,300000,2,2,1,42,0,0,0
16229,10000,2,2,1,37,3,2,1
1046,30000,2,1,2,23,0,0,0
2689,290000,2,1,2,30,0,0,1
19564,230000,2,1,2,34,-1,-1,1
2272,150000,2,1,1,44,1,-2,0
7801,470000,2,1,2,39,-1,-1,0
8266,140000,1,2,1,46,0,0,1
22039,60000,2,3,2,28,-1,-1,0
9404,340000,2,2,2,39,0,0,0
14680,200000,2,1,1,38,-1,-1,0
10345,90000,1,2,2,28,0,0,0
15287,290000,2,2,2,26,0,0,0
23803,30000,2,3,1,67,2,2,1
12228,500000,2,2,1,38,-1,-1,0
19407,260000,2,2,1,36,0,0,0
18213,20000,1,2,2,39,0,0,1
21712,50000,2,3,2,23,0,0,0
6708,20000,2,2,2,23,0,0,0
1725,360000,1,2,2,29,0,0,0
16824,130000,1,2,2,36,0,0,0
16190,190000,2,3,2,37,0,-1,0
18669,50000,2,2,2,26,0,0,1
23414,200000,2,2,1,34,-2,-2,1
9791,60000,1,2,2,23,0,0,0
1577,160000,2,1,2,46,-2,-2,0
14122,200000,2,1,2,32,0,0,0
10661,230000,1,1,2,29,0,0,0
4205,50000,2,2,2,23,-1,-1,0
10143,400000,1,1,2,39,2,2,0
5682,30000,2,2,1,23,2,2,1
15982,30000,2,2,1,49,0,0,0
8540,100000,2,1,2,37,-1,-1,0
15451,50000,1,2,1,26,1,-2,0
3483,150000,2,1,2,28,-1,-1,0
12765,110000,2,3,1,29,1,2,0
1753,60000,2,2,1,38,-2,-2,0
1530,360000,2,2,1,50,-1,-1,0
15093,200000,1,4,1,35,-2,-2,0
2118,20000,1,3,2,43,-1,-1,1
12199,200000,1,1,2,29,0,0,0
2745,240000,1,3,1,55,0,0,0
11772,120000,1,2,1,39,2,-1,0
9005,130000,1,2,2,33,2,2,0
4792,20000,1,2,1,38,0,-1,1
10384,70000,2,1,2,25,0,0,0
19870,450000,2,1,2,34,-2,-2,0
3888,300000,1,3,2,43,0,0,0
13371,500000,1,1,1,35,-2,-2,1
15274,150000,2,1,2,27,-1,-1,0
15173,30000,2,2,2,23,0,0,1
19236,180000,2,1,2,39,-2,-2,0
4094,100000,1,2,2,31,1,2,1
23425,300000,2,1,2,31,-1,-1,0
3062,70000,1,1,2,27,0,0,0
23312,210000,2,2,2,31,0,0,0
10902,210000,2,1,1,32,-1,-1,0
20531,150000,1,2,2,27,0,0,0
8771,130000,1,1,2,29,0,0,0
1731,150000,2,1,1,31,-2,-2,1
18145,200000,1,1,2,30,-1,-1,0
5572,100000,2,2,1,30,2,2,1
7439,30000,2,2,1,43,-1,0,0
6768,340000,1,2,1,31,0,0,1
35,500000,1,1,1,58,-2,-2,0
9813,110000,1,2,1,32,0,0,0
1859,230000,1,2,2,32,0,0,0
20572,10000,1,3,2,27,1,-2,0
16375,80000,2,1,1,42,2,2,1
11647,150000,1,1,1,37,0,0,0
3792,120000,1,1,2,28,-1,0,1
8175,50000,1,2,2,23,2,2,1
18359,20000,2,2,2,22,1,2,1
9576,360000,1,1,2,34,-1,-1,0
4176,290000,2,1,1,46,0,0,1
12097,50000,1,3,3,55,2,0,0
14727,290000,2,2,1,35,0,0,0
18535,170000,2,1,2,25,0,0,0
2396,110000,2,3,1,27,0,0,0
1296,320000,2,1,2,30,0,0,0
14467,420000,1,1,1,47,-1,-1,0
4976,80000,2,1,1,39,0,0,0
9387,200000,2,3,2,70,-1,-1,0
18971,240000,2,1,2,28,-1,-1,0
7322,360000,1,1,2,28,0,0,0
17050,60000,2,2,1,25,2,0,1
4495,10000,1,3,3,42,1,2,1
5302,90000,1,2,2,30,-1,-1,0
7412,50000,2,5,1,32,0,0,0
9620,310000,1,1,2,37,-2,-2,1
6199,30000,1,2,1,49,0,0,0
5609,180000,2,1,2,29,-2,-2,0
6907,10000,1,2,1,62,-2,-2,0
9363,340000,1,2,1,42,0,0,0
6256,130000,2,2,2,39,2,2,1
11179,200000,1,2,2,39,0,0,0
22494,110000,2,3,1,40,0,0,0
3348,60000,1,1,2,39,0,0,0
2238,180000,2,1,1,35,0,0,0
7326,140000,2,2,2,31,0,0,0
8580,30000,2,2,1,47,0,0,0
22467,40000,2,2,1,36,2,2,1
19589,320000,2,1,2,30,0,0,0
19509,110000,2,2,2,32,0,0,0
1529,120000,1,1,2,38,1,-2,0
13198,140000,2,2,2,26,0,0,0
20897,20000,1,2,2,24,0,0,0
19087,180000,2,2,1,37,0,0,0
17368,150000,2,3,1,39,-1,-1,0
21763,130000,2,1,2,24,0,-1,0
3816,10000,1,2,2,24,-1,-1,1
8808,280000,1,1,1,49,-1,-1,0
9360,500000,1,1,2,36,-1,-1,0
2354,180000,2,1,2,32,0,-1,0
15762,50000,2,1,2,23,0,-1,0
19631,80000,2,2,1,35,0,0,0
19320,80000,2,2,1,42,0,0,1
16144,550000,2,2,1,39,0,0,0
17082,20000,2,2,2,25,0,0,0
21338,230000,1,3,1,55,0,0,0
8367,150000,2,1,2,36,0,0,0
436,270000,2,2,1,32,1,2,1
21777,210000,2,2,2,25,-1,-1,0
7008,500000,2,2,1,44,0,0,0
16239,80000,2,2,1,35,-2,-2,0
19299,220000,2,3,2,40,0,0,0
14947,70000,2,2,1,31,0,0,0
20185,200000,2,5,2,29,-2,-2,0
9230,390000,1,2,1,37,0,0,0
10226,110000,1,1,2,33,0,0,0
18231,300000,1,3,1,56,0,0,0
13490,30000,2,2,2,22,0,0,0
20098,350000,2,1,1,36,-1,-1,0
6776,130000,1,1,2,30,0,0,0
18594,80000,2,2,2,25,1,-1,0
15432,150000,1,2,2,28,0,0,0
20203,230000,2,1,1,35,-2,-2,0
