Ref.No,X16,X17,X18,X19,X20,X21,X22,X23
23771,120837,99114,5000,6000,5005,5000,4000,3000
23060,65000,2206,0,3161,0,65000,2206,339
22566,-213,-213,750,2676,1,0,0,0
7487,0,0,1000,0,0,0,0,0
16283,1530,1232,13551,6364,11728,1532,1234,201
19152,75920,77490,2006,2100,2109,2131,2195,2458
19751,4013,0,0,437,0,4013,0,1518
10148,12581,12305,1517,2852,0,500,700,500
8127,23477,22330,4344,4548,3760,5854,3039,3866
9227,830,415,415,415,565,830,0,415
22984,8815,4280,2000,2000,1128,4280,0,0
20902,125682,128453,1100,2000,5000,128000,4700,4600
6132,36306,14974,137308,164395,49,36491,15049,14158
8930,8658,8372,2600,600,895,0,0,764
14326,4305,5128,2300,1200,1000,1000,888,60000
3949,53936,51459,2000,1771,1770,6038,0,2112
15622,60080,55314,3000,3000,3017,2100,3000,3000
21276,106149,108381,14357,5500,4000,4100,4100,4200
623,0,0,0,0,0,0,0,0
9241,2400,3480,0,1630,1871,2400,3480,1600
6246,135772,138229,6000,5200,5000,5000,5000,5000
11782,9285,-14,2711,3384,0,9331,0,2960
7776,27548,29536,1000,1800,2300,0,2600,0
20881,0,0,2000,1371,0,0,0,0
13173,28147,30152,4000,0,1500,3500,2600,0
2423,1715,0,1000,0,0,1715,0,0
5037,1289,365,10550,0,0,0,365,12110
3387,2500,0,6159,1870,969,2500,0,0
1587,0,100000,13357,0,0,0,100000,39268
17867,39853,8064,1000,39674,1200,1217,1025,500
18561,2110,20984,4039,4751,2600,2110,20984,4366
9521,2244,3294,0,0,6475,2244,2284,0
18367,1434,0,0,174,1200,1434,0,974
1939,82809,76334,4000,4250,5000,3241,3500,7000
15584,19131,19533,4519,0,0,683,709,1027
20660,66398,72113,6000,2400,0,2600,8758,2700
6327,10117,0,40297,6597,3465,10117,0,665
17262,19839,16389,2500,3009,4012,3000,2000,3000
8040,0,0,0,0,0,0,0,0
21926,40731,40440,1949,1685,2777,1423,1462,1463
15528,159800,162570,5500,6000,6000,6000,6000,6000
5196,43629,46909,2300,2000,2000,2000,4000,0
5687,48731,87197,6004,5148,5313,3000,40000,0
8423,5226,14973,2725,98875,3893,5252,15047,3980
7378,19084,19601,0,1300,1500,0,1600,0
23638,139504,142269,4342,4593,14955,5143,5166,5349
21008,169815,88071,235728,10000,5210,4009,3186,55152
21577,9135,18355,3000,2000,1200,5000,10000,8906
12507,0,380,2654,0,0,0,380,0
18357,9457,390,27704,5000,13676,9457,14000,568
21786,0,0,0,0,0,0,0,0
1269,19608,19143,1000,1600,800,2000,0,1600
1839,70012,62256,4353,3294,5000,8300,5000,5000
15075,19508,19837,5435,2109,1576,1000,2000,1000
1938,259403,264352,10381,9036,9066,9576,9426,9435
10609,30134,28716,1504,1752,1000,2257,0,2287
2094,2522,1261,0,1261,1261,2522,0,780
6791,0,0,4261,6000,0,0,0,0
18208,0,0,150,1397,690,0,0,0
18872,20885,17595,1034,27318,1407,429,417,200
18230,37318,39757,0,5500,0,0,3036,2000
7538,74462,74954,8000,3100,3000,5417,0,500
4751,21749,22386,1441,1500,756,1000,1000,829
18847,81506,83234,6500,6600,6000,3100,3200,3300
18308,31151,37673,5000,5000,6000,5000,8000,10000
2806,915,0,0,0,0,915,0,0
5072,940,170,0,0,0,940,170,2018
23778,23772,24930,1700,1400,0,3000,1700,1340
11414,47486,16937,3000,3011,582,602,627,587
18997,587,0,1878,0,1883,0,0,0
11268,10099,7806,21006,14430,6820,10099,7806,7862
2636,566,416,0,1548,1132,0,416,416
14159,180,90,90,90,90,180,0,90
13405,20650,0,2000,2000,1071,1500,0,0
13894,126635,127093,7020,7005,7000,6000,6000,6000
9902,19052,9847,28705,0,4000,3000,1500,1000
19652,0,0,0,0,0,0,0,0
22069,0,0,26588,10663,680,0,0,2360
394,21214,21085,3000,3000,3000,3500,2000,2000
1377,1817,2081,1150,1012,46,36,2081,2270
3576,58458,49529,6950,3250,1767,0,3654,0
2863,32682,33385,2000,2000,2900,0,1400,1600
22177,73827,60284,4027,4004,5016,5004,3000,5005
11340,0,0,336,0,0,0,0,0
23541,0,0,2500,0,0,0,0,0
20839,72243,75277,11000,11000,5000,5000,5000,3000
460,9730,6400,2100,1217,500,0,6400,4590
20866,10614,10433,11839,1266,1000,5000,209,0
23072,2120,2459,29916,15217,9280,2128,2459,11409
280,100871,101299,4000,4500,5000,4000,5000,4400
17740,316,632,0,0,948,0,632,0
4458,0,0,1000,0,0,0,0,1040
13044,28521,27920,5025,18571,5000,20000,0,5000
3236,0,0,8037,0,550,0,0,0
2092,10660,10683,2500,0,1000,0,2000,1000
9574,4530,4245,1332,2003,816,4530,0,0
8772,158745,161937,150000,8510,5000,4500,4544,5000
23486,387,1642,0,0,3242,387,1642,0
5757,155683,158771,0,6910,16502,0,5847,5873
23617,28731,67206,9505,12176,11564,29321,67206,8602
6,19619,20024,2500,1815,657,1000,1000,800
15893,0,1190,804,179,1755,0,1190,0
3641,32587,31914,0,3500,2589,0,0,1332
17664,29070,27785,6,2006,4000,0,1118,3000
8640,30061,28728,3000,1500,1024,1064,1029,1023
18388,8199,8416,1193,1290,1094,1000,316,1000
1953,280913,270448,15110,11019,9502,9579,9026,8719
18507,24439,25044,1413,1386,1399,876,1000,959
5766,198861,202057,8000,7400,6500,7000,7000,7000
21588,29591,28883,5000,0,3000,2000,1300,1500
21934,216379,209440,8601,9300,8000,7612,8015,7008
430,68791,66167,6000,4500,5000,3000,3000,3000
2837,70672,69581,7200,3000,3000,2509,3000,2500
11963,0,0,0,0,0,0,0,0
7702,0,0,0,7376,0,0,0,0
14191,23281,22756,1645,1400,900,2000,0,1000
1534,67865,69231,3100,3000,2300,2300,2500,2300
19042,42731,43224,50295,2500,2031,1274,1500,1600
3068,0,0,894,0,0,0,0,0
14266,103929,107780,10001,5000,4500,5000,6500,4300
6515,132211,133946,0,14000,9000,5000,5000,5000
5209,29984,29629,1600,4300,0,1100,1500,1500
9687,60042,57781,2100,3000,2500,2500,2300,5000
6860,26809,25836,2000,2000,1700,1500,1500,1700
5477,5750,6995,0,1089,196,365,1500,0
2109,62835,61670,2800,2120,0,4611,0,2213
3106,137980,138908,152000,6000,5000,4000,4017,5000
3393,0,0,10000,5250,0,0,0,0
9750,29870,30503,3577,1042,0,1080,1515,862
18399,19497,3510,5000,5000,5000,8000,2000,4209
8048,-18,3739,785,4004,946,0,3757,6119
15650,0,0,2641,0,0,0,0,0
15319,7290,0,1720,1450,1010,500,0,0
10161,441,24116,7210,229,3377,441,24116,0
17174,980,690,573,219,4484,980,690,0
5327,2575,8097,2886,4732,3398,2588,8137,2474
6299,22687,15621,6140,5812,13955,22687,15621,2540
20280,-147,-147,400,1843,0,0,0,1647
17779,58079,56892,4000,3601,2000,0,0,0
13742,18161,18383,1565,7240,795,1000,673,647
15534,3098,805,5048,621,608,3114,1003,2164
7287,52280,43461,3328,2811,1192,1516,2316,1500
5527,36215,40650,6000,5000,5000,4000,5000,8883
21359,79051,81089,6911,6500,4270,2518,2994,0
21249,3550,3550,3000,225,3550,0,0,0
12244,36206,38021,3005,3004,4010,3002,3000,10010
9906,0,0,0,0,0,0,0,0
3995,582,291,0,11000,0,873,0,291
22446,22085,12316,4041,16830,19862,12098,19,7428
2962,390,390,8047,200222,1044,390,390,343
10407,2222,-34,32038,28982,51379,2233,0,0
13705,21135,2632,23008,20046,5075,5103,2646,20642
920,38217,43744,6000,5000,4000,6000,8000,4000
19016,0,0,0,0,0,0,0,0
20910,35141,33502,1950,2000,1800,1150,1200,1150
4269,126309,97746,8270,8423,6753,5139,5000,4000
22912,12143,50143,17250,3037,96501,12500,38000,0
9163,69686,70500,1818,3000,1903,2458,1900,0
22059,0,0,0,0,0,0,0,0
16316,0,0,780,0,0,0,0,0
386,234939,240176,15000,14000,9000,8500,9000,8300
16078,71865,65629,5604,4661,3560,4915,0,3000
3266,0,0,0,0,0,0,0,0
11555,151269,149723,0,0,0,0,0,15
13829,80158,81775,0,0,1255,80158,3107,2857
7464,2216,1440,1937,944,1219,2216,2000,648
5948,65295,27224,5000,3069,2028,2110,2142,39245
11535,416,416,416,416,416,416,416,416
1538,240,630,390,390,780,0,930,300
17126,38746,39178,0,0,2306,40367,1416,1419
14199,8628,7464,52498,1906,278,352,448,200
18757,22485,119853,2250,0,32468,2000,104465,4602
14851,0,9060,3000,7104,15980,0,9060,3935
2771,14543,9329,3499,3000,3000,10000,2000,10000
91,147124,149531,6300,5500,5500,5500,5000,5000
13265,46528,44986,3000,3500,2500,3000,0,3500
14149,18438,18225,0,1576,2396,0,1200,2500
10757,18262,14224,4448,1003,1000,1014,1004,1468
17079,17067,34262,1543,1262,1275,758,638,1340
15964,69176,70592,3001,3052,3348,2617,2840,2674
2121,46098,46658,0,36633,1328,11696,1350,1337
1420,10000,10000,10000,20176,200,10000,10000,10000
19496,22880,880,920,9752,0,22880,0,7270
23026,96694,98982,5001,5001,5000,4000,4000,10001
16673,0,0,0,8,2570,0,0,0
5780,50536,51694,2000,1805,1800,2000,2000,2000
11364,10919,3185,1041,11512,7271,5000,3215,15558
15685,33264,29493,5000,4000,2000,2000,2000,2000
12452,10300,0,0,4524,4000,2000,0,0
5639,45844,49869,0,2000,1800,2500,5500,1801
4232,-47,347,3166,106,59,47,570,106
11508,366421,241182,0,16004,15004,15004,9814,31004
18235,5813,3985,1123,1140,1048,163,135,151
12724,65761,67128,2900,2500,2500,2500,2600,1000
14957,19642,20128,1500,1600,700,1000,1000,1000
3707,58499,61445,5000,5000,3000,5000,6000,3000
2056,13277,13895,100,2000,1000,700,1000,2000
21157,0,2949,1549,1504,0,0,2949,2838
21140,0,635,0,775,0,0,635,0
14430,98885,88101,9000,7500,5503,4185,4500,3875
1468,148,148,148,148,296,0,148,1495
14617,419,316,0,1470,735,419,316,735
4664,0,0,0,862,41300,0,0,10000
1101,2310,241,13,17309,0,2310,241,4000
23956,29384,29356,1904,3700,5396,6,1003,1449
3158,15117,18501,30040,2037,592,5003,5012,2023
19914,35346,33810,2000,1719,1783,1200,1200,1500
21186,61146,56066,3000,6006,0,1900,2000,2000
15062,10084,9936,1500,2257,1200,500,500,600
13290,205949,210077,9300,7500,7500,7500,7500,7600
2361,5316,4058,0,1500,8745,0,0,1664
835,0,0,2000,2000,3000,0,0,0
16637,17059,18056,1233,1576,1300,1000,1400,0
13431,26020,26541,1000,2000,1000,1000,955,1500
11022,44160,34671,85000,60000,3500,2000,2000,2000
14635,130676,127738,6603,4600,4507,4027,4025,4018
16881,28024,28772,0,4600,0,0,1200,1200
17609,14303,14211,50,1379,1500,1000,1000,1000
11708,115578,111863,39,6000,3937,4077,4504,23066
9258,6813,2144,3033,1172,13940,0,0,0
13186,32581,95780,258,44476,18547,17000,95780,99983
14251,206462,203201,236533,38142,15152,38097,23080,15055
20667,21405,20297,2600,1800,1500,1000,1000,1000
21573,18072,17899,0,4675,0,701,563,1000
23942,853,48280,2206,1953,3100,0,48280,0
13727,0,0,1000,11000,0,0,0,37704
22569,50540,46486,341,8024,5000,8000,1821,5000
16786,46564,47369,2100,0,1708,4000,2000,1903
9531,8758,6882,0,0,14515,8758,6880,8267
16056,118956,121449,5216,8000,20000,15653,3793,10000
7193,18946,20634,2000,1000,0,1000,2000,0
8328,29186,25430,3000,10032,8000,5139,1000,1000
18361,28695,26040,0,43460,1700,1100,1000,1000
19202,901,0,1291,3898,1681,901,0,0
16421,64646,6103,18615,42067,30014,39515,6110,11611
22761,13000,13000,13000,13000,13000,13000,13000,13000
17477,500,6155,3673,11285,500,500,6155,1440
12263,4581,2158,0,1200,477,121,22,0
22397,105254,120756,4000,4000,6500,5400,124582,10000
21155,29377,30478,10000,4000,3500,978,1500,3500
8223,305,20502,0,0,0,305,21742,0
19163,243689,241125,10000,10000,10000,9009,9031,9000
18448,37282,24421,5388,3300,2124,912,1000,10847
20352,38490,38492,2200,2805,1764,1356,1500,1523
21730,0,0,0,70000,0,0,0,0
225,30249,29957,0,24,1500,1000,1201,30592
14629,25418,27572,5000,2000,1089,3000,5000,0
2189,540,150,510,390,1094,2420,150,780
13199,52991,163837,19753,26245,135000,53000,163837,37345
13200,5428,13138,6678,9740,4088,5428,13138,12174
5167,0,0,0,177,0,0,0,0
57,-679,8321,8500,1500,7500,679,9000,2000
6128,170173,139649,2600,5022,5000,6000,7000,6000
2165,71373,7406,79651,26943,148307,71373,7406,3021
12941,29063,28863,2100,3000,1500,1500,1100,1100
18746,34056,32353,2000,1600,2000,1500,1500,2000
11497,28579,29138,4203,3900,1200,1230,1230,1000
1225,0,0,1240,2333,0,0,0,0
3077,1976,2939,2150,956,20,1000,1000,1000
21533,7614,7990,2000,1000,0,0,500,900
1599,9107,5621,7305,11263,10018,21,3637,7008
209,49509,49568,3200,3000,2038,2000,1800,1800
13789,62770,58067,3500,3500,3000,3000,2300,2400
16360,690,388,76,3742,1546,0,388,910
458,0,0,1800,1900,1300,0,0,0
3140,44387,43780,2000,2000,2000,2000,2000,2000
5594,0,0,712,0,0,0,0,0
1885,862,712,712,712,712,862,712,1840
11162,11024,6666,7018,10542,13378,11045,6666,6862
6093,17199,20025,12003,5000,16864,18000,20025,51514
15361,287,2418,791,173,1640,287,2426,507
9508,536,982,0,0,1548,0,982,601
22883,40782,37949,5000,5024,43593,1700,1500,1500
21740,20229,19044,2500,3000,5064,1000,840,1000
3153,177073,175979,6000,20000,90000,9000,10000,10000
2918,0,0,0,0,0,0,0,0
2395,998,937,0,3372,0,1001,939,1013
9221,0,52281,5409,16778,83490,0,52281,15643
9510,31034,31668,1789,1500,1089,1130,1150,1200
12820,38852,39553,2000,1500,1600,0,1500,3000
20829,9392,9587,1257,1368,1115,301,310,352
17925,28723,28125,3100,0,2700,1300,0,2500
17034,2400,2400,0,0,0,0,0,0
16551,83882,72812,6000,5000,20012,23099,10029,30019
1683,46733,50925,1844,1963,2635,1750,5000,2160
7932,15681,6173,1300,3652,33866,410,200,776
13698,17907,3147,1035,29944,10528,17907,3147,5011
22920,16574,12215,1000,0,18518,5,244,1038
22082,0,376,1295,0,376,0,376,0
17937,27056,28452,2314,2261,2500,2000,2000,1500
23063,16981,16837,1450,5779,1300,700,1000,1000
11422,0,0,5407,0,0,0,0,0
16121,29608,28939,1825,1593,1458,1186,1198,1114
3151,0,0,0,0,0,0,0,0
20831,7302,7981,1117,2800,1200,265,800,500
10514,32720,-200,0,122420,0,32720,200,0
1924,145884,147645,6000,6000,4818,5000,5000,4500
23336,311,8571,0,312,311,311,8571,4204
17322,105188,104418,1000,2740,107139,4000,4000,4696
396,142650,142620,10000,10000,6000,6000,6000,5600
171,26344,24641,5000,2000,3000,4000,3000,2000
7142,1551,0,780,3260,4311,1551,0,0
1773,0,0,10000,0,0,0,0,0
14603,19334,19735,1703,1304,680,696,717,677
19365,0,99,0,4342,690,0,99,0
16378,123605,123794,4294,4428,4326,4154,4345,9098
12093,5365,4055,5000,3040,3520,5371,20,0
18107,100558,76056,5505,5000,3000,95000,4000,3500
17498,652,326,326,326,326,652,0,326
9688,189134,194966,8000,10000,8000,8000,9000,8000
22388,-4724,225276,10784,10295,2082,4724,230000,10000
16426,8717,4362,2751,4592,3798,8774,4362,12114
19139,0,312,1232,291,776,0,312,576
19304,0,0,0,0,0,0,0,0
2450,0,0,0,0,0,0,0,0
12807,101016,103176,4500,4500,4000,4000,4000,4000
6212,14229,15001,2300,2000,1000,1000,1000,1000
9287,49794,50823,2000,0,3900,1800,2000,2000
16164,19976,20143,1400,3300,0,1000,1000,1000
727,5329,998,4484,19623,222,5355,998,9004
11919,45766,43343,3820,3785,1721,1651,1661,2147
21087,29261,30233,3000,1405,60941,1056,2100,1101
9357,0,0,0,200,2115,0,0,0
1418,1521,1204,0,317,0,1204,0,0
17094,80000,80000,3000,3455,1960,2000,0,0
6375,1899,1749,0,0,0,1899,0,70200
8874,11480,222,29882,2950,6366,11480,222,4285
2822,2108,1801,0,0,0,1801,0,0
1591,9291,11127,2000,2000,1000,1000,2000,2000
4559,33128,33923,5700,1000,1200,1500,1500,1900
17842,390,780,1863,0,390,390,780,0
21698,27178,28038,1700,2000,1500,1000,1300,1300
21909,540,770,390,390,390,540,770,13993
16630,34869,73932,8000,4000,3000,2500,5000,3000
20071,47232,25231,6018,2507,2011,4140,5072,500
13527,62853,63923,0,3000,2406,2431,2433,2434
13189,58455,57556,2500,1800,2100,1900,0,3500
7397,430,6136,0,2192,430,430,6136,2923
22633,4690,1408,1547,7247,828,4713,1415,1820
23871,36732,1000,2800,1983,17652,36183,1002,0
8492,870,510,360,360,150,870,510,870
2910,508,370,1018,8424,20,878,1,3046
22759,2228,4490,9315,7924,13421,2240,4490,10834
15579,119996,122049,4500,9000,1609,5000,5000,5000
8872,0,0,0,0,0,0,0,0
15197,106323,102179,6000,4500,5400,3900,4500,4000
20471,0,0,0,431,0,0,0,0
2963,821,671,671,671,1642,0,671,671
4028,244329,249130,10200,10200,8725,9068,9068,15000
2639,0,0,2000,2377,40000,0,0,0
14509,11826,6248,1369,1068,306,457,348,500
8058,14466,13908,1207,1107,507,1507,1500,3615
11743,28020,25607,3000,5000,1000,20000,3000,8000
15969,50880,49934,2500,2100,2000,6000,0,2000
11077,46455,38265,2513,1656,5000,20000,15000,14000
3897,14518,15025,1500,1500,1000,676,900,900
4242,50000,0,2100,1500,600,600,0,0
10885,11990,8838,3128,9008,1323,12008,214,1327
5222,26098,26886,2000,3505,2000,8000,4000,3650
18476,19894,3473,1300,1500,1250,451,160,69
18700,128216,113292,8102,7798,12246,5268,5000,10000
19026,183518,148169,11000,54,7530,7648,6310,3312
14496,9057,312,6361,22236,5682,9147,313,6548
4381,12151,39673,492,0,925,12151,29000,30000
125,19717,15630,1404,1130,600,861,313,0
20287,7500,0,7890,8958,780,7500,0,0
21187,49478,51242,3028,3023,3000,3000,3000,38662
1119,-150,-150,0,0,0,0,0,0
20502,82668,64924,3501,3516,3003,2578,2300,2300
9963,0,0,780,0,0,0,0,0
1677,390,1424,5401,2444,578,390,1424,390
1686,1443,1443,1443,1443,1443,1443,1443,1443
18337,3750,95,1090,3200,0,2000,95,29355
4861,93852,95734,4800,2500,3900,3400,3400,3400
5721,0,0,0,0,0,0,0,0
17643,38377,33668,5856,7424,7169,1241,1187,1396
4645,10880,880,43542,12148,880,10880,880,1080
11644,6008,5618,0,1500,0,1000,0,1000
15264,55868,57288,3500,2600,2000,2000,2303,2300
12642,146651,55776,0,167,80677,0,2500,28
4955,797,1211,2873,0,7591,799,1214,18309
6531,0,0,0,0,0,0,0,0
13725,4270,7881,1008,1600,5087,4270,7881,1000
5543,112607,95949,6600,4700,5100,0,4200,3000
14723,45058,46068,2000,1300,2000,1900,1900,0
12397,19485,18280,2007,20275,1204,1001,1003,1210
2005,100136,102167,3891,5240,3616,3770,4264,3345
17205,9390,5183,0,100104,10000,15000,10000,20000
23683,401,0,0,928,0,402,0,0
14696,29858,28898,1950,200,2492,0,580,0
7946,19228,19878,3200,0,830,750,1000,282
20164,17900,17900,0,0,0,0,0,0
18131,50346,48811,3573,5100,0,200,20,1146
9918,62277,58216,1000,4052,2293,2295,2400,2110
12047,28831,29487,2141,1763,1161,1077,1167,1004
4837,35353,24481,10160,7147,5041,1581,3020,10000
13821,23756,25353,1500,1500,2000,1500,2000,2000
23671,44541,47421,1983,4100,0,1596,3600,0
5504,5934,158,4374,15037,4233,6092,0,13391
17764,25175,26870,0,300,2500,0,2100,0
1847,18985,18184,1500,1500,1000,800,2000,1000
8183,95582,96226,4500,11350,0,3500,4200,3000
3049,289379,295768,15000,16000,12008,11000,11000,11000
3396,80462,73899,6100,4252,5000,2780,4881,3000
6771,10827,11351,5013,3038,3007,5005,2056,2826
18027,127677,99764,12100,5000,4200,3000,5000,2000
2026,14802,15256,1225,1234,517,600,700,710
16224,32633,33965,1800,3400,0,1900,2000,0
7146,28810,28966,3500,0,1000,2400,780,2400
4347,3660,3660,4440,0,0,0,0,0
11114,64487,65845,3000,3000,2411,2294,2383,2285
11324,2464,2108,6540,1411,5790,2571,2214,4172
11785,9730,8999,3000,0,3000,2000,0,0
17430,60176,79728,6050,3700,2000,3000,20000,1500
22865,38415,31685,1231,1262,1000,38415,4000,4000
3549,20469,20655,1500,0,500,650,600,0
3942,0,666,13621,0,0,0,666,0
22638,15007,31043,1986,1452,1200,300,27000,1412
10351,19600,20000,1800,1600,384,392,400,0
23346,19099,4281,32648,11000,7823,19215,4281,8190
9773,0,0,1170,0,0,0,0,0
4072,41444,35501,3000,2007,1361,1512,2000,476
9857,19878,19898,2000,8568,19000,800,1000,20000
22533,5029,7079,11000,10005,5336,5036,38592,4448
14988,224022,225978,10018,10000,15000,30000,30251,20000
12965,161603,166631,25000,0,7000,8000,8000,5000
15603,316,316,948,0,0,0,316,782
14198,4440,750,23537,5,10971,0,750,0
22357,58091,61630,3000,5000,5000,5000,4500,5000
9424,6422,500,7,7002,13,155,1,0
17331,390,954,764,1920,544,390,954,1913
16521,17019,18099,0,0,1900,3000,1500,0
10754,5572,10573,2300,2300,749,5572,5573,13793
7671,0,442,0,0,0,0,442,1102
397,43011,28947,2502,1200,860,0,579,0
10802,2400,2400,0,0,0,0,0,0
4302,31457,32134,4800,0,1240,1200,1200,1300
11591,130295,132945,5000,11000,0,6000,5000,7000
21975,51102,52276,2070,2000,2000,2000,2000,2100
18402,2893,2000,1750,1150,1000,300,400,800
9070,28619,29213,2960,1628,1002,1100,1100,922
4808,3754,848,40000,3780,3202,4000,848,5795
1522,9865,10055,1500,0,0,0,500,0
16089,1298,1623,1298,2369,1298,1298,1623,1275
23597,1326,360,360,1234,722,1326,0,2388
1740,19980,3470,6500,0,0,10000,25065,177
4912,2600,390,11400,1000,340,1000,390,390
22957,2260,4180,2000,5000,1000,1260,3000,439
16332,57304,41345,2561,2745,2100,1684,4000,3000
1208,9443,11818,10023,27,2614,9454,5019,5015
16401,10762,10126,0,2500,1000,400,0,672
23646,113988,116315,5500,5500,4000,4700,4300,4500
22472,1320,300,381,2290,437,1320,300,0
6882,170,2865,0,0,329,0,2865,801
16414,24161,25128,2000,2000,1500,2000,1500,0
1411,416,416,2050,416,416,416,416,416
12727,3107,17423,5322,7756,0,38700,16724,6393
12005,-1686,-3594,5000,4000,12,0,0,0
4899,28396,28611,2000,1289,1000,4000,2000,1000
21459,132093,129155,4500,5000,5000,5000,4700,5000
16763,16000,18000,2000,3100,0,2000,2000,0
14906,20327,13619,8333,1494,600,1000,1000,257
3642,6371,5208,7254,2208,11,6402,5234,2899
8034,14999,497,0,14805,294,300,498,1003
11563,13693,79701,3565,1752,1105,1499,78000,0
11755,0,0,0,6204,0,0,0,0
10996,12534,394163,5188,3417,3000,1276,388071,11700
23248,27438,26127,3000,2011,1402,3089,3482,5000
21159,128992,131660,4500,6000,6100,5500,4900,5500
18702,4715,4358,1500,1575,1500,1000,0,0
1318,28345,27279,1490,2000,2000,3000,5000,865
7706,36099,36724,0,1800,1414,1500,1377,1402
4478,30035,33697,2008,2000,2000,3000,5000,3000
3747,3576,0,3318,0,800,3576,0,0
191,60387,43328,10020,6031,10057,5028,5060,4223
14726,18869,12359,1588,1789,790,471,352,121
20120,2644,2262,1732,1000,27404,2644,2262,4500
19248,30000,0,1330,2988,0,30000,0,1219
5994,389,389,390,390,390,390,390,385
18141,207481,204082,7000,6500,7000,27640,0,16000
14236,0,0,1000,0,0,0,0,0
7824,19049,19730,27921,1262,656,655,2433,1000
20134,0,49461,2000,2000,2000,2000,0,2000
18488,0,0,0,0,0,0,0,0
16388,35629,59829,6000,6000,10000,15000,35000,115000
14702,160000,40485,5505,3258,3120,4000,100045,10000
18772,-222,-222,376,987,1200,0,0,0
19987,18692,19565,13256,4039,10692,8000,9000,1000
18426,63473,65112,0,3000,0,2300,2661,2035
7560,390,0,1445,1651,0,390,0,780
2467,4542,5261,1671,1981,4241,4542,5261,4731
15526,77262,49851,4000,7041,3000,3116,2500,5000
12226,22485,23110,1400,1352,1000,1000,1000,1000
16672,13211,23600,2017,3000,3019,5011,23748,13633
22754,57710,58918,2361,2482,2293,2063,2135,2188
20892,86200,83017,5200,4700,4250,3100,3100,3100
2243,9704,9725,0,1800,0,500,600,500
14709,61811,63142,2700,0,4500,2500,2500,2400
7263,137275,136141,7000,0,5000,9100,3400,0
14152,1462,6105,0,2924,0,1462,6105,0
7172,0,0,177,2011,1116,0,0,0
3495,48552,49545,5000,0,3900,1801,1800,2000
389,162866,157759,7900,6500,5700,5700,5700,5334
21851,14388,47441,363,14841,1200,1288,41437,1335
1928,17477,21588,3000,3000,4000,4000,5000,5000
19802,2069,1891,0,179,2034,214,0,283
19109,2206,3014,0,0,1387,1000,1000,1000
11964,0,2628,241,0,0,0,2628,163
14561,9808,8358,8055,5045,2280,305,2000,2000
23317,168839,171153,10440,13360,6123,28002,6116,10056
8777,14111,15549,16130,17563,13184,14111,20239,179580
20458,4589,291,291,1791,2367,4613,291,291
14127,18335,18889,11174,10000,10000,18335,18889,19775
22640,2013,3001,2606,3749,1900,2025,3019,2680
20609,299403,260620,13000,14000,12080,10000,9500,6000
18744,0,0,2000,4037,2000,0,0,0
7922,13059,13193,1500,1600,700,700,500,1000
10776,68023,68734,0,5395,2433,0,2471,5191
20255,2400,2400,0,0,0,0,0,0
519,9903,9984,0,2126,390,328,476,1287
21367,94888,95819,3460,4000,3501,2690,3000,2603
12712,68680,70047,3500,3070,2372,2413,2428,2507
15674,380,0,0,760,0,380,0,154350
19604,0,0,0,0,0,0,0,0
4371,429,0,0,381,1060,429,0,398
11921,11914,12155,10152,0,2000,431,438,244
6670,360,360,2000,2000,3000,360,360,45385
940,10594,11193,10190,10190,10190,10594,11193,10190
18671,19019,18134,1270,1320,2260,784,1000,2000
13653,114745,103646,7809,10000,10000,10334,10000,5000
22466,211301,200525,20077,20972,5045,100055,10018,10197
22374,110930,84193,18546,8931,4940,1796,3100,133131
8524,7384,7117,900,0,1100,500,0,708
21287,390,390,390,390,390,390,390,390
16549,20697,20547,1000,2400,0,2700,0,283
17040,102803,100960,4400,3800,3800,7300,0,679
17064,18770,13960,1508,3016,1730,16,1001,1000
9113,0,0,0,0,0,0,0,0
15814,780,116,1222,1200,1004,780,116,806
1058,15869,16666,2000,2000,1000,2000,1000,1000
21673,24439,26187,3139,4000,3000,2000,2000,0
12107,49226,51211,1900,2400,1800,1800,2800,2100
16886,10778,10989,2000,2000,5000,1000,1000,0
21388,56661,40700,0,2500,2500,3000,4500,3000
14768,0,0,4390,1016,4745,0,0,1400
15661,-2,-2,298,0,0,0,0,544
22344,27056,15955,2000,2200,2008,2000,5000,5000
1138,19153,19289,1703,1306,810,1000,900,900
18247,19592,19868,0,2100,2500,800,1000,900
12662,7689,8802,3000,1000,730,2015,1000,2000
18508,15561,15910,3071,0,1555,600,600,700
2819,136064,137343,8269,6606,5000,4900,4900,4900
8390,17538,18647,2200,0,800,0,1401,0
7149,0,0,0,0,0,0,0,0
1715,750,568,0,450,0,900,568,1769
1311,31690,33993,1500,2000,1500,3000,3000,1500
13356,0,0,2850,0,0,0,0,0
22158,5884,0,2437,0,0,5896,0,89886
11793,0,0,3002,6500,15525,0,0,0
14868,99711,97944,9300,0,3400,6800,0,3500
2567,-339,-1180,3495,2783,0,0,0,0
11977,0,0,0,0,0,0,0,0
462,1260,7868,8638,5723,2980,1260,7868,2198
11157,2609,9609,3300,2860,4216,2609,9700,6525
8396,4548,9820,5121,10180,41,22,9865,14847
10141,1290,990,0,0,0,1290,0,0
20422,316,316,316,316,316,316,316,316
11566,14839,11209,0,37578,6136,14913,11264,2296
434,168755,167964,6422,6565,5951,6006,5894,5946
11550,53781,55389,2000,2000,2100,2000,2500,2500
17801,47582,48039,3649,2502,2205,1702,1800,1908
